guideline_id,filename,guideline_name,guideline_label,icd10,age_category,section_order,section_title,canonical_title,section_kind,chunks,chars
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,2,1.2 Этиология и патогенез заболевания или состояния (группы заболеваний или,этиология и патогенез заболевания или состояния (группы заболеваний или,numbered,3,4497
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,3,1.3 Эпидемиология заболевания или состояния (группы заболеваний или состояний),эпидемиология заболевания или состояния (группы заболеваний или состояний),numbered,3,4690
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,4,1.4 Особенности кодирования заболевания или состояния (группы заболеваний или,особенности кодирования заболевания или состояния (группы заболеваний или,numbered,2,2480
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,5,1.5 Классификация заболевания или состояния (группы заболеваний или состояний),классификация заболевания или состояния (группы заболеваний или состояний),numbered,4,6025
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,6,1.6 Клиническая картина заболевания или состояния (группы заболеваний или,клиническая картина заболевания или состояния (группы заболеваний или,numbered,6,9811
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,7,приложение А3 и таблица П12 приложение А3).,и таблица п12 приложение а3),appendix,6,10422
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,8,2.7 Лабораторные диагностические исследования,лабораторные диагностические исследования,numbered,8,13349
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,9,3.1 Показания к антигипертензивной терапии,показания к антигипертензивной терапии,numbered,2,2886
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,10,3.2 Целевые уровни артериального давления,целевые уровни артериального давления,numbered,3,3859
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,11,3.3 Немедикаментозное лечение АГ,немедикаментозное лечение аг,numbered,4,5960
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,12,3.4 Медикаментозная терапия АГ,медикаментозная терапия аг,numbered,1,30
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,13,3.4.1 Общие принципы медикаментозной терапии,общие принципы медикаментозной терапии,numbered,5,8281
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,14,3.4.2 Лекарственные средства для лечения артериальной гипертензии,лекарственные средства для лечения артериальной гипертензии,numbered,73,129911
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,15,"Приложение А3 и Приложение Г2), а также для пациентов, получающих только","и приложение г2), а также для пациентов, получающих только",appendix,3,4641
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,16,Критерии оценки качества медицинской помощи,критерии оценки качества медицинской помощи,criteria,4,5868
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,17,Список литературы,список литературы,bibliography,68,120838
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,18,Приложение А1. Состав рабочей группы по разработке и пересмотру клинических,состав рабочей группы по разработке и пересмотру клинических,appendix,1,1208
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,19,Приложение А2. Методология разработки клинических рекомендаций,методология разработки клинических рекомендаций,appendix,4,7414
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,20,"Приложение А3. Справочные материалы, включая соответствие показаний к","справочные материалы, включая соответствие показаний к",appendix,35,61938
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,21,Приложение Б. Алгоритмы действий врача,алгоритмы действий врача,appendix,1,38
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,22,Приложение Б1. Тактика ведения пациентов,тактика ведения пациентов,appendix,1,44
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,23,Приложение Б2. Алгоритм стандартного лечения АГ I–II стадий,алгоритм стандартного лечения аг i–ii стадий,appendix,1,247
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,24,Приложение Б3. Стратегия лекарственной терапии при сочетании АГ и ХБП,стратегия лекарственной терапии при сочетании аг и хбп,appendix,1,595
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,25,Приложение Б4. Стратегия лекарственной терапии при сочетании АГ и ИБС,стратегия лекарственной терапии при сочетании аг и ибс,appendix,1,207
